capability_id,level,source_keys,why
SEC-04,P6,dreyfus1980;sfia9;nist-sp800-207,"Defining what mature zero-trust means for the field and shaping how the industry approaches it is Dreyfus's master band, SFIA Level 7 -- the register NIST's own zero-trust publication occupies as the field's reference architecture."
SEC-05,P1,dreyfus1980;sfia9,"Documenting assets, entry points, and obvious threats using a guided method, reviewed by others, is supervised application of someone else's method -- Dreyfus novice, SFIA Level 2."
SEC-05,P2,dreyfus1980;shostack2014,Producing complete threat models for standard systems independently applies Shostack's four-question STRIDE-based framing to a familiar system without adapting the method -- Dreyfus's advanced-beginner band.
SEC-05,P3,dreyfus1980;shostack2014,"Modeling complex, ambiguous architectures and prioritizing subtle, chained threats others miss is Dreyfus's competent band -- exactly the skill Shostack distinguishes from mechanical STRIDE application: seeing threats the checklist doesn't surface."
SEC-05,P4,dreyfus1980;shostack2014,Defining the threat-modeling methodology and reusable patterns other teams adopt is Dreyfus's proficient band -- authoring the team-level methodology Shostack frames as the maturation from doing threat modeling to institutionalizing it.
SEC-05,P5,dreyfus1980;sfia9,"Setting threat-modeling strategy and anticipating classes of threats before they become prevalent is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
SEC-05,P6,dreyfus1980;sfia9;shostack2014,"Defining authoritative threat-modeling practice that shapes how the discipline reasons about risk is Dreyfus's master band, SFIA Level 7 -- the register Shostack's own book occupies as the field's standard reference."
SEC-06,P1,dreyfus1980;sfia9,"Triaging and tracking scanner findings against documented severity and remediation steps is supervised execution of someone else's triage rules -- Dreyfus novice, SFIA Level 2."
SEC-06,P2,dreyfus1980;cvss31,"Independently validating, prioritizing, and coordinating remediation for routine vulnerabilities through closure applies CVSS 3.1's standard severity scoring to prioritize familiar findings without adapting the scoring model -- Dreyfus's advanced-beginner band."
SEC-06,P3,dreyfus1980;nist800-40,"Resolving ambiguous, hard-to-reproduce, or high-impact vulnerabilities and setting local remediation standards is Dreyfus's competent band -- the enterprise-specific prioritization judgment NIST 800-40 requires beyond following a generic patch cadence."
SEC-06,P4,dreyfus1980;nist800-40,"Defining the vulnerability-management lifecycle and prioritization approach others follow is Dreyfus's proficient band -- authoring the enterprise patch-management strategy NIST 800-40 frames as a program others execute, not one remediation."
SEC-06,P5,dreyfus1980;sfia9,"Setting enterprise remediation strategy and anticipating exposure trends across the portfolio is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
SEC-06,P6,dreyfus1980;sfia9,"Defining what effective vulnerability management means for the field and influencing its practice is Dreyfus's master band, SFIA Level 7."
SEC-07,P1,dreyfus1980;sfia9,"Monitoring alerts and triaging events against documented playbooks, escalating uncertain cases, is supervised execution of someone else's playbook -- Dreyfus novice, SFIA Level 2."
SEC-07,P2,dreyfus1980;bianco2013-pyramid,"Tuning detections and investigating standard alerts independently, reducing routine false positives, works at the easy-to-change, low-pain layers of Bianco's pyramid (hashes, IPs) without yet targeting adversary behavior -- Dreyfus's advanced-beginner band."
SEC-07,P3,dreyfus1980;mitre-attack;bianco2013-pyramid,"Authoring high-fidelity detections for novel and ambiguous adversary behavior across noisy signals is Dreyfus's competent band -- detecting at MITRE ATT&CK's TTP layer, the top of Bianco's pyramid that imposes the most cost on an adversary and requires independent judgment to build."
SEC-07,P4,dreyfus1980;mitre-attack,Defining detection engineering methods and coverage strategy other analysts adopt is Dreyfus's proficient band -- codifying ATT&CK-mapped coverage into a reusable strategy rather than writing one detection.
SEC-07,P5,dreyfus1980;sfia9,"Setting monitoring and detection strategy and anticipating evasion techniques before they appear is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
SEC-07,P6,dreyfus1980;sfia9;mitre-attack,"Defining authoritative detection practice and shaping how the discipline approaches monitoring is Dreyfus's master band, SFIA Level 7 -- the register MITRE's own ATT&CK knowledge base occupies as the field's shared reference."
SEC-08,P1,dreyfus1980;sfia9,"Applying hardening baselines from checklists and verifying configurations against documented standards is supervised checklist execution -- Dreyfus novice, SFIA Level 2."
SEC-08,P2,dreyfus1980;cis-benchmarks,Hardening standard systems independently and adapting baselines to routine configuration variation applies a CIS Benchmark to a familiar platform without redesigning the baseline -- Dreyfus's advanced-beginner band.
SEC-08,P3,dreyfus1980;cis-benchmarks,"Designing hardening baselines for complex systems, balancing security against operational constraints, is Dreyfus's competent band -- the Level-1-versus-Level-2 trade-off CIS Benchmarks leave to the implementer's judgment for non-standard systems."
SEC-08,P4,dreyfus1980,Defining the hardening standards and reusable baselines other teams adopt is Dreyfus's proficient band -- authoring the organization's own benchmark rather than applying a published one.
SEC-08,P5,dreyfus1980;sfia9,"Setting configuration-security strategy and anticipating hardening needs for emerging platforms is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
SEC-08,P6,dreyfus1980;sfia9;cis-benchmarks,"Defining what authoritative hardening practice means for the field and influencing accepted baselines is Dreyfus's master band, SFIA Level 7 -- the consensus-setting register CIS's own benchmark process occupies."
SEC-09,P1,dreyfus1980;sfia9,"Verifying artifact provenance and signatures against documented checks, escalating anomalies for review, is supervised execution of someone else's verification checklist -- Dreyfus novice, SFIA Level 2."
SEC-09,P2,dreyfus1980;slsa,"Configuring signing, dependency scanning, and provenance controls independently for standard pipelines applies SLSA's lower build-integrity levels to a familiar pipeline without designing new controls -- Dreyfus's advanced-beginner band."
SEC-09,P3,dreyfus1980;slsa,"Designing artifact-integrity and dependency-trust controls for complex, ambiguous supply chains is Dreyfus's competent band -- reaching SLSA's higher build levels (hermetic, verified provenance) requires exactly the non-routine design judgment this level names."
SEC-09,P4,dreyfus1980;slsa,"Defining the supply-chain security architecture and verification patterns others adopt is Dreyfus's proficient band -- codifying an SLSA-aligned architecture other teams' pipelines must conform to, not securing one pipeline."
SEC-09,P5,dreyfus1980;sfia9,"Setting supply-chain assurance strategy and anticipating emerging artifact and dependency threats is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
SEC-09,P6,dreyfus1980;sfia9,"Defining authoritative supply-chain security practice that shapes industry expectations is Dreyfus's master band, SFIA Level 7."
SEC-10,P1,dreyfus1980;sfia9,"Collecting and preserving evidence following chain-of-custody procedures, with analysis reviewed, is supervised execution of a defined procedure -- Dreyfus novice, SFIA Level 2."
SEC-10,P2,dreyfus1980;nist800-86,"Conducting standard forensic examinations and basic malware triage independently applies NIST 800-86's data-source examination process (files, OS, network, applications) to a routine case without adapting the method -- Dreyfus's advanced-beginner band."
SEC-10,P3,dreyfus1980;sikorski-honig2012,"Reconstructing complex incidents and reverse-engineering obfuscated samples others cannot interpret is Dreyfus's competent band -- the static/dynamic reverse-engineering judgment Sikorski & Honig treat as the hard, non-recipe part separating triage from real analysis."
SEC-10,P4,dreyfus1980;sikorski-honig2012,Defining forensic and analysis methodologies and tooling approaches others adopt is Dreyfus's proficient band -- codifying the analysis techniques Sikorski & Honig catalog into a team methodology rather than analyzing one sample.
